id;timestamp;app_user_id;username;nome_completo;session_id;tabella;operazione;record_id;ip_address;db_user;dati_prima;dati_dopo
56586;2025-06-20 00:37:19;;;;;immobile;I;28301;::1/128;postgres;;{'id': 28301, 'natura': 'Edificio Stress 2', 'partita_id': 10347, 'consistenza': '115 mq', 'localita_id': 186, 'numero_vani': None, 'numero_piani': None, 'data_modifica': '2025-06-20T00:37:19', 'data_creazione': '2025-06-20T00:37:19', 'classificazione': 'Classe Stress 1'}
56587;2025-06-20 00:37:19;;;;;immobile;I;28302;::1/128;postgres;;{'id': 28302, 'natura': 'Edificio Stress 3', 'partita_id': 10347, 'consistenza': '147 mq', 'localita_id': 189, 'numero_vani': None, 'numero_piani': None, 'data_modifica': '2025-06-20T00:37:19', 'data_creazione': '2025-06-20T00:37:19', 'classificazione': 'Classe Stress 4'}
56588;2025-06-20 00:37:19;;;;;partita;I;10348;::1/128;postgres;;{'id': 10348, 'tipo': 'principale', 'stato': 'attiva', 'comune_id': 22, 'data_chiusura': None, 'data_impianto': '2020-06-20', 'data_modifica': '2025-06-20T00:37:19', 'data_creazione': '2025-06-20T00:37:19', 'numero_partita': 1435, 'suffisso_partita': None, 'numero_provenienza': None}
56589;2025-06-20 00:37:19;;;;;partita_possessore;I;10348;::1/128;postgres;;{'id': 10348, 'quota': None, 'titolo': 'proprieta esclusiva', 'partita_id': 10348, 'tipo_partita': 'principale', 'data_modifica': '2025-06-20T00:37:19', 'possessore_id': 1887, 'data_creazione': '2025-06-20T00:37:19'}
56590;2025-06-20 00:37:19;;;;;immobile;I;28303;::1/128;postgres;;{'id': 28303, 'natura': 'Edificio Stress 1', 'partita_id': 10348, 'consistenza': '93 mq', 'localita_id': 187, 'numero_vani': None, 'numero_piani': None, 'data_modifica': '2025-06-20T00:37:19', 'data_creazione': '2025-06-20T00:37:19', 'classificazione': 'Classe Stress 4'}
56591;2025-06-20 00:37:19;;;;;immobile;I;28304;::1/128;postgres;;{'id': 28304, 'natura': 'Edificio Stress 2', 'partita_id': 10348, 'consistenza': '129 mq', 'localita_id': 185, 'numero_vani': None, 'numero_piani': None, 'data_modifica': '2025-06-20T00:37:19', 'data_creazione': '2025-06-20T00:37:19', 'classificazione': 'Classe Stress 4'}
56592;2025-06-20 00:37:19;;;;;immobile;I;28305;::1/128;postgres;;{'id': 28305, 'natura': 'Edificio Stress 3', 'partita_id': 10348, 'consistenza': '75 mq', 'localita_id': 188, 'numero_vani': None, 'numero_piani': None, 'data_modifica': '2025-06-20T00:37:19', 'data_creazione': '2025-06-20T00:37:19', 'classificazione': 'Classe Stress 3'}
56593;2025-06-20 00:37:19;;;;;partita;I;10349;::1/128;postgres;;{'id': 10349, 'tipo': 'principale', 'stato': 'attiva', 'comune_id': 22, 'data_chiusura': None, 'data_impianto': '2023-06-20', 'data_modifica': '2025-06-20T00:37:19', 'data_creazione': '2025-06-20T00:37:19', 'numero_partita': 1436, 'suffisso_partita': None, 'numero_provenienza': None}
56594;2025-06-20 00:37:19;;;;;partita_possessore;I;10349;::1/128;postgres;;{'id': 10349, 'quota': None, 'titolo': 'proprieta esclusiva', 'partita_id': 10349, 'tipo_partita': 'principale', 'data_modifica': '2025-06-20T00:37:19', 'possessore_id': 1888, 'data_creazione': '2025-06-20T00:37:19'}
56595;2025-06-20 00:37:19;;;;;immobile;I;28306;::1/128;postgres;;{'id': 28306, 'natura': 'Edificio Stress 1', 'partita_id': 10349, 'consistenza': '137 mq', 'localita_id': 190, 'numero_vani': None, 'numero_piani': None, 'data_modifica': '2025-06-20T00:37:19', 'data_creazione': '2025-06-20T00:37:19', 'classificazione': 'Classe Stress 1'}
56596;2025-06-20 00:37:19;;;;;immobile;I;28307;::1/128;postgres;;{'id': 28307, 'natura': 'Edificio Stress 2', 'partita_id': 10349, 'consistenza': '80 mq', 'localita_id': 185, 'numero_vani': None, 'numero_piani': None, 'data_modifica': '2025-06-20T00:37:19', 'data_creazione': '2025-06-20T00:37:19', 'classificazione': 'Classe Stress 2'}
56597;2025-06-20 00:37:19;;;;;immobile;I;28308;::1/128;postgres;;{'id': 28308, 'natura': 'Edificio Stress 3', 'partita_id': 10349, 'consistenza': '61 mq', 'localita_id': 186, 'numero_vani': None, 'numero_piani': None, 'data_modifica': '2025-06-20T00:37:19', 'data_creazione': '2025-06-20T00:37:19', 'classificazione': 'Classe Stress 4'}
56598;2025-06-20 00:37:19;;;;;partita;I;10350;::1/128;postgres;;{'id': 10350, 'tipo': 'principale', 'stato': 'attiva', 'comune_id': 22, 'data_chiusura': None, 'data_impianto': '1991-06-20', 'data_modifica': '2025-06-20T00:37:19', 'data_creazione': '2025-06-20T00:37:19', 'numero_partita': 1437, 'suffisso_partita': None, 'numero_provenienza': None}
56599;2025-06-20 00:37:19;;;;;partita_possessore;I;10350;::1/128;postgres;;{'id': 10350, 'quota': None, 'titolo': 'proprieta esclusiva', 'partita_id': 10350, 'tipo_partita': 'principale', 'data_modifica': '2025-06-20T00:37:19', 'possessore_id': 1888, 'data_creazione': '2025-06-20T00:37:19'}
56600;2025-06-20 00:37:19;;;;;immobile;I;28309;::1/128;postgres;;{'id': 28309, 'natura': 'Edificio Stress 1', 'partita_id': 10350, 'consistenza': '203 mq', 'localita_id': 190, 'numero_vani': None, 'numero_piani': None, 'data_modifica': '2025-06-20T00:37:19', 'data_creazione': '2025-06-20T00:37:19', 'classificazione': 'Classe Stress 2'}
56601;2025-06-20 00:37:19;;;;;immobile;I;28310;::1/128;postgres;;{'id': 28310, 'natura': 'Edificio Stress 2', 'partita_id': 10350, 'consistenza': '183 mq', 'localita_id': 189, 'numero_vani': None, 'numero_piani': None, 'data_modifica': '2025-06-20T00:37:19', 'data_creazione': '2025-06-20T00:37:19', 'classificazione': 'Classe Stress 5'}
56602;2025-06-20 00:37:19;;;;;immobile;I;28311;::1/128;postgres;;{'id': 28311, 'natura': 'Edificio Stress 3', 'partita_id': 10350, 'consistenza': '174 mq', 'localita_id': 181, 'numero_vani': None, 'numero_piani': None, 'data_modifica': '2025-06-20T00:37:19', 'data_creazione': '2025-06-20T00:37:19', 'classificazione': 'Classe Stress 5'}
56603;2025-06-20 00:37:19;;;;;partita;I;10351;::1/128;postgres;;{'id': 10351, 'tipo': 'principale', 'stato': 'attiva', 'comune_id': 22, 'data_chiusura': None, 'data_impianto': '1981-06-20', 'data_modifica': '2025-06-20T00:37:19', 'data_creazione': '2025-06-20T00:37:19', 'numero_partita': 1438, 'suffisso_partita': None, 'numero_provenienza': None}
56604;2025-06-20 00:37:19;;;;;partita_possessore;I;10351;::1/128;postgres;;{'id': 10351, 'quota': None, 'titolo': 'proprieta esclusiva', 'partita_id': 10351, 'tipo_partita': 'principale', 'data_modifica': '2025-06-20T00:37:19', 'possessore_id': 1888, 'data_creazione': '2025-06-20T00:37:19'}
56605;2025-06-20 00:37:19;;;;;immobile;I;28312;::1/128;postgres;;{'id': 28312, 'natura': 'Edificio Stress 1', 'partita_id': 10351, 'consistenza': '244 mq', 'localita_id': 181, 'numero_vani': None, 'numero_piani': None, 'data_modifica': '2025-06-20T00:37:19', 'data_creazione': '2025-06-20T00:37:19', 'classificazione': 'Classe Stress 1'}
56606;2025-06-20 00:37:19;;;;;immobile;I;28313;::1/128;postgres;;{'id': 28313, 'natura': 'Edificio Stress 2', 'partita_id': 10351, 'consistenza': '107 mq', 'localita_id': 188, 'numero_vani': None, 'numero_piani': None, 'data_modifica': '2025-06-20T00:37:19', 'data_creazione': '2025-06-20T00:37:19', 'classificazione': 'Classe Stress 2'}
56607;2025-06-20 00:37:19;;;;;immobile;I;28314;::1/128;postgres;;{'id': 28314, 'natura': 'Edificio Stress 3', 'partita_id': 10351, 'consistenza': '57 mq', 'localita_id': 189, 'numero_vani': None, 'numero_piani': None, 'data_modifica': '2025-06-20T00:37:19', 'data_creazione': '2025-06-20T00:37:19', 'classificazione': 'Classe Stress 5'}
56608;2025-06-20 00:37:19;;;;;partita;I;10352;::1/128;postgres;;{'id': 10352, 'tipo': 'principale', 'stato': 'attiva', 'comune_id': 22, 'data_chiusura': None, 'data_impianto': '1988-06-20', 'data_modifica': '2025-06-20T00:37:19', 'data_creazione': '2025-06-20T00:37:19', 'numero_partita': 1439, 'suffisso_partita': None, 'numero_provenienza': None}
56609;2025-06-20 00:37:19;;;;;partita_possessore;I;10352;::1/128;postgres;;{'id': 10352, 'quota': None, 'titolo': 'proprieta esclusiva', 'partita_id': 10352, 'tipo_partita': 'principale', 'data_modifica': '2025-06-20T00:37:19', 'possessore_id': 1888, 'data_creazione': '2025-06-20T00:37:19'}
56610;2025-06-20 00:37:19;;;;;immobile;I;28315;::1/128;postgres;;{'id': 28315, 'natura': 'Edificio Stress 1', 'partita_id': 10352, 'consistenza': '155 mq', 'localita_id': 181, 'numero_vani': None, 'numero_piani': None, 'data_modifica': '2025-06-20T00:37:19', 'data_creazione': '2025-06-20T00:37:19', 'classificazione': 'Classe Stress 1'}
56611;2025-06-20 00:37:19;;;;;immobile;I;28316;::1/128;postgres;;{'id': 28316, 'natura': 'Edificio Stress 2', 'partita_id': 10352, 'consistenza': '174 mq', 'localita_id': 183, 'numero_vani': None, 'numero_piani': None, 'data_modifica': '2025-06-20T00:37:19', 'data_creazione': '2025-06-20T00:37:19', 'classificazione': 'Classe Stress 5'}
56612;2025-06-20 00:37:19;;;;;immobile;I;28317;::1/128;postgres;;{'id': 28317, 'natura': 'Edificio Stress 3', 'partita_id': 10352, 'consistenza': '212 mq', 'localita_id': 181, 'numero_vani': None, 'numero_piani': None, 'data_modifica': '2025-06-20T00:37:19', 'data_creazione': '2025-06-20T00:37:19', 'classificazione': 'Classe Stress 2'}
56613;2025-06-20 00:37:19;;;;;partita;I;10353;::1/128;postgres;;{'id': 10353, 'tipo': 'principale', 'stato': 'attiva', 'comune_id': 22, 'data_chiusura': None, 'data_impianto': '2001-06-20', 'data_modifica': '2025-06-20T00:37:19', 'data_creazione': '2025-06-20T00:37:19', 'numero_partita': 1440, 'suffisso_partita': None, 'numero_provenienza': None}
56614;2025-06-20 00:37:19;;;;;partita_possessore;I;10353;::1/128;postgres;;{'id': 10353, 'quota': None, 'titolo': 'proprieta esclusiva', 'partita_id': 10353, 'tipo_partita': 'principale', 'data_modifica': '2025-06-20T00:37:19', 'possessore_id': 1888, 'data_creazione': '2025-06-20T00:37:19'}
56615;2025-06-20 00:37:19;;;;;immobile;I;28318;::1/128;postgres;;{'id': 28318, 'natura': 'Edificio Stress 1', 'partita_id': 10353, 'consistenza': '115 mq', 'localita_id': 190, 'numero_vani': None, 'numero_piani': None, 'data_modifica': '2025-06-20T00:37:19', 'data_creazione': '2025-06-20T00:37:19', 'classificazione': 'Classe Stress 2'}
56616;2025-06-20 00:37:19;;;;;immobile;I;28319;::1/128;postgres;;{'id': 28319, 'natura': 'Edificio Stress 2', 'partita_id': 10353, 'consistenza': '181 mq', 'localita_id': 183, 'numero_vani': None, 'numero_piani': None, 'data_modifica': '2025-06-20T00:37:19', 'data_creazione': '2025-06-20T00:37:19', 'classificazione': 'Classe Stress 1'}
56617;2025-06-20 00:37:19;;;;;immobile;I;28320;::1/128;postgres;;{'id': 28320, 'natura': 'Edificio Stress 3', 'partita_id': 10353, 'consistenza': '234 mq', 'localita_id': 183, 'numero_vani': None, 'numero_piani': None, 'data_modifica': '2025-06-20T00:37:19', 'data_creazione': '2025-06-20T00:37:19', 'classificazione': 'Classe Stress 4'}
56618;2025-06-20 00:37:19;;;;;partita;I;10354;::1/128;postgres;;{'id': 10354, 'tipo': 'principale', 'stato': 'attiva', 'comune_id': 22, 'data_chiusura': None, 'data_impianto': '1982-06-20', 'data_modifica': '2025-06-20T00:37:19', 'data_creazione': '2025-06-20T00:37:19', 'numero_partita': 1441, 'suffisso_partita': None, 'numero_provenienza': None}
56619;2025-06-20 00:37:19;;;;;partita_possessore;I;10354;::1/128;postgres;;{'id': 10354, 'quota': None, 'titolo': 'proprieta esclusiva', 'partita_id': 10354, 'tipo_partita': 'principale', 'data_modifica': '2025-06-20T00:37:19', 'possessore_id': 1889, 'data_creazione': '2025-06-20T00:37:19'}
56620;2025-06-20 00:37:19;;;;;immobile;I;28321;::1/128;postgres;;{'id': 28321, 'natura': 'Edificio Stress 1', 'partita_id': 10354, 'consistenza': '62 mq', 'localita_id': 189, 'numero_vani': None, 'numero_piani': None, 'data_modifica': '2025-06-20T00:37:19', 'data_creazione': '2025-06-20T00:37:19', 'classificazione': 'Classe Stress 5'}
56621;2025-06-20 00:37:19;;;;;immobile;I;28322;::1/128;postgres;;{'id': 28322, 'natura': 'Edificio Stress 2', 'partita_id': 10354, 'consistenza': '87 mq', 'localita_id': 184, 'numero_vani': None, 'numero_piani': None, 'data_modifica': '2025-06-20T00:37:19', 'data_creazione': '2025-06-20T00:37:19', 'classificazione': 'Classe Stress 4'}
56622;2025-06-20 00:37:19;;;;;immobile;I;28323;::1/128;postgres;;{'id': 28323, 'natura': 'Edificio Stress 3', 'partita_id': 10354, 'consistenza': '156 mq', 'localita_id': 190, 'numero_vani': None, 'numero_piani': None, 'data_modifica': '2025-06-20T00:37:19', 'data_creazione': '2025-06-20T00:37:19', 'classificazione': 'Classe Stress 1'}
56623;2025-06-20 00:37:19;;;;;partita;I;10355;::1/128;postgres;;{'id': 10355, 'tipo': 'principale', 'stato': 'attiva', 'comune_id': 22, 'data_chiusura': None, 'data_impianto': '1979-06-20', 'data_modifica': '2025-06-20T00:37:19', 'data_creazione': '2025-06-20T00:37:19', 'numero_partita': 1442, 'suffisso_partita': None, 'numero_provenienza': None}
56624;2025-06-20 00:37:19;;;;;partita_possessore;I;10355;::1/128;postgres;;{'id': 10355, 'quota': None, 'titolo': 'proprieta esclusiva', 'partita_id': 10355, 'tipo_partita': 'principale', 'data_modifica': '2025-06-20T00:37:19', 'possessore_id': 1889, 'data_creazione': '2025-06-20T00:37:19'}
56625;2025-06-20 00:37:19;;;;;immobile;I;28324;::1/128;postgres;;{'id': 28324, 'natura': 'Edificio Stress 1', 'partita_id': 10355, 'consistenza': '63 mq', 'localita_id': 189, 'numero_vani': None, 'numero_piani': None, 'data_modifica': '2025-06-20T00:37:19', 'data_creazione': '2025-06-20T00:37:19', 'classificazione': 'Classe Stress 1'}
56626;2025-06-20 00:37:19;;;;;immobile;I;28325;::1/128;postgres;;{'id': 28325, 'natura': 'Edificio Stress 2', 'partita_id': 10355, 'consistenza': '149 mq', 'localita_id': 186, 'numero_vani': None, 'numero_piani': None, 'data_modifica': '2025-06-20T00:37:19', 'data_creazione': '2025-06-20T00:37:19', 'classificazione': 'Classe Stress 2'}
56627;2025-06-20 00:37:19;;;;;immobile;I;28326;::1/128;postgres;;{'id': 28326, 'natura': 'Edificio Stress 3', 'partita_id': 10355, 'consistenza': '70 mq', 'localita_id': 185, 'numero_vani': None, 'numero_piani': None, 'data_modifica': '2025-06-20T00:37:19', 'data_creazione': '2025-06-20T00:37:19', 'classificazione': 'Classe Stress 2'}
56628;2025-06-20 00:37:19;;;;;partita;I;10356;::1/128;postgres;;{'id': 10356, 'tipo': 'principale', 'stato': 'attiva', 'comune_id': 22, 'data_chiusura': None, 'data_impianto': '1982-06-20', 'data_modifica': '2025-06-20T00:37:19', 'data_creazione': '2025-06-20T00:37:19', 'numero_partita': 1443, 'suffisso_partita': None, 'numero_provenienza': None}
56629;2025-06-20 00:37:19;;;;;partita_possessore;I;10356;::1/128;postgres;;{'id': 10356, 'quota': None, 'titolo': 'proprieta esclusiva', 'partita_id': 10356, 'tipo_partita': 'principale', 'data_modifica': '2025-06-20T00:37:19', 'possessore_id': 1889, 'data_creazione': '2025-06-20T00:37:19'}
56630;2025-06-20 00:37:19;;;;;immobile;I;28327;::1/128;postgres;;{'id': 28327, 'natura': 'Edificio Stress 1', 'partita_id': 10356, 'consistenza': '176 mq', 'localita_id': 186, 'numero_vani': None, 'numero_piani': None, 'data_modifica': '2025-06-20T00:37:19', 'data_creazione': '2025-06-20T00:37:19', 'classificazione': 'Classe Stress 3'}
56631;2025-06-20 00:37:19;;;;;immobile;I;28328;::1/128;postgres;;{'id': 28328, 'natura': 'Edificio Stress 2', 'partita_id': 10356, 'consistenza': '196 mq', 'localita_id': 190, 'numero_vani': None, 'numero_piani': None, 'data_modifica': '2025-06-20T00:37:19', 'data_creazione': '2025-06-20T00:37:19', 'classificazione': 'Classe Stress 1'}
56632;2025-06-20 00:37:19;;;;;immobile;I;28329;::1/128;postgres;;{'id': 28329, 'natura': 'Edificio Stress 3', 'partita_id': 10356, 'consistenza': '239 mq', 'localita_id': 181, 'numero_vani': None, 'numero_piani': None, 'data_modifica': '2025-06-20T00:37:19', 'data_creazione': '2025-06-20T00:37:19', 'classificazione': 'Classe Stress 3'}
56633;2025-06-20 00:37:19;;;;;partita;I;10357;::1/128;postgres;;{'id': 10357, 'tipo': 'principale', 'stato': 'attiva', 'comune_id': 22, 'data_chiusura': None, 'data_impianto': '1982-06-20', 'data_modifica': '2025-06-20T00:37:19', 'data_creazione': '2025-06-20T00:37:19', 'numero_partita': 1444, 'suffisso_partita': None, 'numero_provenienza': None}
56634;2025-06-20 00:37:19;;;;;partita_possessore;I;10357;::1/128;postgres;;{'id': 10357, 'quota': None, 'titolo': 'proprieta esclusiva', 'partita_id': 10357, 'tipo_partita': 'principale', 'data_modifica': '2025-06-20T00:37:19', 'possessore_id': 1889, 'data_creazione': '2025-06-20T00:37:19'}
56635;2025-06-20 00:37:19;;;;;immobile;I;28330;::1/128;postgres;;{'id': 28330, 'natura': 'Edificio Stress 1', 'partita_id': 10357, 'consistenza': '76 mq', 'localita_id': 181, 'numero_vani': None, 'numero_piani': None, 'data_modifica': '2025-06-20T00:37:19', 'data_creazione': '2025-06-20T00:37:19', 'classificazione': 'Classe Stress 3'}
56636;2025-06-20 00:37:19;;;;;immobile;I;28331;::1/128;postgres;;{'id': 28331, 'natura': 'Edificio Stress 2', 'partita_id': 10357, 'consistenza': '162 mq', 'localita_id': 189, 'numero_vani': None, 'numero_piani': None, 'data_modifica': '2025-06-20T00:37:19', 'data_creazione': '2025-06-20T00:37:19', 'classificazione': 'Classe Stress 2'}
56637;2025-06-20 00:37:19;;;;;immobile;I;28332;::1/128;postgres;;{'id': 28332, 'natura': 'Edificio Stress 3', 'partita_id': 10357, 'consistenza': '143 mq', 'localita_id': 181, 'numero_vani': None, 'numero_piani': None, 'data_modifica': '2025-06-20T00:37:19', 'data_creazione': '2025-06-20T00:37:19', 'classificazione': 'Classe Stress 3'}
56638;2025-06-20 00:37:19;;;;;partita;I;10358;::1/128;postgres;;{'id': 10358, 'tipo': 'principale', 'stato': 'attiva', 'comune_id': 22, 'data_chiusura': None, 'data_impianto': '2015-06-20', 'data_modifica': '2025-06-20T00:37:19', 'data_creazione': '2025-06-20T00:37:19', 'numero_partita': 1445, 'suffisso_partita': None, 'numero_provenienza': None}
56639;2025-06-20 00:37:19;;;;;partita_possessore;I;10358;::1/128;postgres;;{'id': 10358, 'quota': None, 'titolo': 'proprieta esclusiva', 'partita_id': 10358, 'tipo_partita': 'principale', 'data_modifica': '2025-06-20T00:37:19', 'possessore_id': 1889, 'data_creazione': '2025-06-20T00:37:19'}
56640;2025-06-20 00:37:19;;;;;immobile;I;28333;::1/128;postgres;;{'id': 28333, 'natura': 'Edificio Stress 1', 'partita_id': 10358, 'consistenza': '181 mq', 'localita_id': 182, 'numero_vani': None, 'numero_piani': None, 'data_modifica': '2025-06-20T00:37:19', 'data_creazione': '2025-06-20T00:37:19', 'classificazione': 'Classe Stress 4'}
56641;2025-06-20 00:37:19;;;;;immobile;I;28334;::1/128;postgres;;{'id': 28334, 'natura': 'Edificio Stress 2', 'partita_id': 10358, 'consistenza': '96 mq', 'localita_id': 188, 'numero_vani': None, 'numero_piani': None, 'data_modifica': '2025-06-20T00:37:19', 'data_creazione': '2025-06-20T00:37:19', 'classificazione': 'Classe Stress 2'}
56642;2025-06-20 00:37:19;;;;;immobile;I;28335;::1/128;postgres;;{'id': 28335, 'natura': 'Edificio Stress 3', 'partita_id': 10358, 'consistenza': '104 mq', 'localita_id': 182, 'numero_vani': None, 'numero_piani': None, 'data_modifica': '2025-06-20T00:37:19', 'data_creazione': '2025-06-20T00:37:19', 'classificazione': 'Classe Stress 1'}
56643;2025-06-20 00:37:19;;;;;partita;I;10359;::1/128;postgres;;{'id': 10359, 'tipo': 'principale', 'stato': 'attiva', 'comune_id': 22, 'data_chiusura': None, 'data_impianto': '1985-06-20', 'data_modifica': '2025-06-20T00:37:19', 'data_creazione': '2025-06-20T00:37:19', 'numero_partita': 1446, 'suffisso_partita': None, 'numero_provenienza': None}
56644;2025-06-20 00:37:19;;;;;partita_possessore;I;10359;::1/128;postgres;;{'id': 10359, 'quota': None, 'titolo': 'proprieta esclusiva', 'partita_id': 10359, 'tipo_partita': 'principale', 'data_modifica': '2025-06-20T00:37:19', 'possessore_id': 1890, 'data_creazione': '2025-06-20T00:37:19'}
56645;2025-06-20 00:37:19;;;;;immobile;I;28336;::1/128;postgres;;{'id': 28336, 'natura': 'Edificio Stress 1', 'partita_id': 10359, 'consistenza': '238 mq', 'localita_id': 184, 'numero_vani': None, 'numero_piani': None, 'data_modifica': '2025-06-20T00:37:19', 'data_creazione': '2025-06-20T00:37:19', 'classificazione': 'Classe Stress 4'}
56646;2025-06-20 00:37:19;;;;;immobile;I;28337;::1/128;postgres;;{'id': 28337, 'natura': 'Edificio Stress 2', 'partita_id': 10359, 'consistenza': '129 mq', 'localita_id': 183, 'numero_vani': None, 'numero_piani': None, 'data_modifica': '2025-06-20T00:37:19', 'data_creazione': '2025-06-20T00:37:19', 'classificazione': 'Classe Stress 4'}
56647;2025-06-20 00:37:19;;;;;immobile;I;28338;::1/128;postgres;;{'id': 28338, 'natura': 'Edificio Stress 3', 'partita_id': 10359, 'consistenza': '203 mq', 'localita_id': 190, 'numero_vani': None, 'numero_piani': None, 'data_modifica': '2025-06-20T00:37:19', 'data_creazione': '2025-06-20T00:37:19', 'classificazione': 'Classe Stress 5'}
56648;2025-06-20 00:37:19;;;;;partita;I;10360;::1/128;postgres;;{'id': 10360, 'tipo': 'principale', 'stato': 'attiva', 'comune_id': 22, 'data_chiusura': None, 'data_impianto': '1984-06-20', 'data_modifica': '2025-06-20T00:37:19', 'data_creazione': '2025-06-20T00:37:19', 'numero_partita': 1447, 'suffisso_partita': None, 'numero_provenienza': None}
56649;2025-06-20 00:37:19;;;;;partita_possessore;I;10360;::1/128;postgres;;{'id': 10360, 'quota': None, 'titolo': 'proprieta esclusiva', 'partita_id': 10360, 'tipo_partita': 'principale', 'data_modifica': '2025-06-20T00:37:19', 'possessore_id': 1890, 'data_creazione': '2025-06-20T00:37:19'}
56650;2025-06-20 00:37:19;;;;;immobile;I;28339;::1/128;postgres;;{'id': 28339, 'natura': 'Edificio Stress 1', 'partita_id': 10360, 'consistenza': '127 mq', 'localita_id': 186, 'numero_vani': None, 'numero_piani': None, 'data_modifica': '2025-06-20T00:37:19', 'data_creazione': '2025-06-20T00:37:19', 'classificazione': 'Classe Stress 3'}
